,train,val,test
0,pca_55820,pca_58952,pca_58339
1,pca_55849,pca_56398,pca_54916
2,pca_58347,pca_58956,pca_55824
3,pca_58826,pca_2241,pca_58261
4,pca_55814,pca_21572,pca_30460
5,pca_56436,pca_58301,pca_53321
6,pca_57518,pca_57574,pca_54910
7,pca_57870,pca_153,pca_58950
8,pca_54001,pca_55816,pca_22039
9,pca_55853,pca_33220,pca_57513
10,pca_57862,pca_53556,pca_54841
11,pca_55802,pca_54853,pca_32005
12,pca_58304,pca_55862,pca_55836
13,pca_58306,pca_57180,pca_56428
14,pca_58363,pca_54077,pca_58828
15,pca_53314,pca_58335,pca_54868
16,pca_33810,pca_26640,pca_53549
17,pca_19244,pca_59026,pca_33576
18,pca_58341,pca_19300,pca_55831
19,pca_54839,pca_57172,pca_56410
20,pca_59018,pca_56421,pca_50963
21,pca_55839,pca_55807,pca_59004
22,pca_42717,pca_58227,pca_58281
23,pca_2174,pca_25866,pca_55822
24,pca_58252,pca_54848,pca_339
25,pca_53331,pca_57174,pca_56390
26,pca_21769,pca_57216,pca_15987
27,pca_26148,pca_30466,pca_59034
28,pca_57801,pca_53329,pca_33520
29,pca_55833,pca_55810,pca_3287
30,pca_35172,pca_56451,pca_57866
31,pca_3661,pca_54845,pca_58954
32,pca_57864,pca_2229,pca_58313
33,pca_56459,pca_56440,pca_58330
34,pca_22925,,
35,pca_57178,,
36,pca_53782,,
37,pca_22534,,
38,pca_57170,,
39,pca_55851,,
40,pca_55866,,
41,pca_57166,,
42,pca_57570,,
43,pca_58203,,
44,pca_2484,,
45,pca_57528,,
46,pca_26268,,
47,pca_57529,,
48,pca_21674,,
49,pca_56382,,
50,pca_58393,,
51,pca_57880,,
52,pca_57876,,
53,pca_58438,,
54,pca_57522,,
55,pca_35230,,
56,pca_55838,,
57,pca_55855,,
58,pca_55857,,
59,pca_26152,,
60,pca_21532,,
61,pca_56461,,
62,pca_56412,,
63,pca_57533,,
64,pca_58160,,
65,pca_57858,,
66,pca_57670,,
67,pca_56386,,
68,pca_26197,,
69,pca_58838,,
70,pca_32884,,
71,pca_56320,,
72,pca_57572,,
73,pca_58427,,
74,pca_54851,,
75,pca_56384,,
76,pca_54909,,
77,pca_56452,,
78,pca_51657,,
79,pca_26466,,
80,pca_22705,,
81,pca_55860,,
82,pca_58276,,
83,pca_33762,,
84,pca_58419,,
85,pca_58397,,
86,pca_33026,,
87,pca_56430,,
88,pca_3838,,
89,pca_54870,,
90,pca_59010,,
91,pca_2493,,
92,pca_56432,,
93,pca_2170,,
94,pca_41268,,
95,pca_58991,,
96,pca_57524,,
97,pca_55858,,
98,pca_55868,,
99,pca_55841,,
100,pca_57515,,
101,pca_58401,,
102,pca_53448,,
103,pca_58199,,
104,pca_51654,,
105,pca_58423,,
106,pca_55826,,
107,pca_26840,,
108,pca_54855,,
109,pca_51455,,
110,pca_57164,,
111,pca_58797,,
112,pca_55847,,
113,pca_30440,,
114,pca_59030,,
115,pca_695,,
